MONTH,REGION,COUNTRYOFRESIDENCE,OVERNIGHTSTAYS
2023-08-01,Jura & Three-Lakes,Greece,18
2023-08-01,Jura & Three-Lakes,Turkey,29
2023-08-01,Jura & Three-Lakes,Other European countries,208
2023-08-01,Jura & Three-Lakes,Liechtenstein,19
2023-08-01,Jura & Three-Lakes,Iceland,0
2023-08-01,Jura & Three-Lakes,Poland,155
2023-08-01,Jura & Three-Lakes,Hungary,54
2023-08-01,Jura & Three-Lakes,Belarus,0
2023-08-01,Jura & Three-Lakes,Bulgaria,9
2023-08-01,Jura & Three-Lakes,Malta,0
2023-08-01,Jura & Three-Lakes,Cyprus,0
2023-08-01,Jura & Three-Lakes,Chile,2
2023-08-01,Jura & Three-Lakes,United States,705
2023-08-01,Jura & Three-Lakes,Canada,193
2023-08-01,Jura & Three-Lakes,Mexico,33
2023-08-01,Jura & Three-Lakes,Brazil,31
2023-08-01,Jura & Three-Lakes,Argentina,8
2023-08-01,Jura & Three-Lakes,Other South American countries,10
2023-08-01,Jura & Three-Lakes,Other Central American countries,26
2023-08-01,Jura & Three-Lakes,Egypt,6
2023-08-01,Jura & Three-Lakes,Other North African countries,43
2023-08-01,Jura & Three-Lakes,South Africa,10
2023-08-01,Jura & Three-Lakes,Other African countries,43
2023-08-01,Jura & Three-Lakes,Bahrain,12
2023-08-01,Jura & Three-Lakes,Israel,74
2023-08-01,Jura & Three-Lakes,India,24
2023-08-01,Jura & Three-Lakes,Japan,143
2023-08-01,Jura & Three-Lakes,Other South-East Asian countries,45
2023-08-01,Jura & Three-Lakes,Qatar,0
2023-08-01,Jura & Three-Lakes,Kuwait,19
2023-08-01,Jura & Three-Lakes,Australia,76
2023-08-01,Jura & Three-Lakes,China,390
2023-08-01,Jura & Three-Lakes,Hong Kong,11
2023-08-01,Jura & Three-Lakes,Indonesia,2
2023-08-01,Jura & Three-Lakes,South Korea,52
2023-08-01,Jura & Three-Lakes,Malaysia,45
2023-08-01,Jura & Three-Lakes,Philippines,0
2023-08-01,Jura & Three-Lakes,"New Zealand, Oceania",12
2023-08-01,Jura & Three-Lakes,Singapore,26
2023-08-01,Jura & Three-Lakes,Oman,2
2023-08-01,Jura & Three-Lakes,Taiwan (Chinese Taipei),36
2023-08-01,Jura & Three-Lakes,Thailand,28
2023-08-01,Jura & Three-Lakes,Other West Asian countries,23
2023-08-01,Jura & Three-Lakes,Estonia,18
2023-08-01,Jura & Three-Lakes,Latvia,8
2023-08-01,Jura & Three-Lakes,Lithuania,10
2023-08-01,Jura & Three-Lakes,Saudi Arabia,40
2023-08-01,Jura & Three-Lakes,United Arab Emirates,39
2023-08-01,Jura & Three-Lakes,Croatia,293
2023-08-01,Jura & Three-Lakes,Romania,241
2023-08-01,Jura & Three-Lakes,Russia,26
2023-08-01,Jura & Three-Lakes,Slovakia,97
2023-08-01,Jura & Three-Lakes,Slovenia,51
2023-08-01,Jura & Three-Lakes,Czechia,127
2023-08-01,Jura & Three-Lakes,Ukraine,42
2023-08-01,Jura & Three-Lakes,Serbia,15
2023-08-01,Vaud,Switzerland,149746
2023-08-01,Vaud,Germany,15126
2023-08-01,Vaud,France,35713
2023-08-01,Vaud,Italy,6019
2023-08-01,Vaud,Austria,1262
2023-08-01,Vaud,United Kingdom,11519
2023-08-01,Vaud,Irland,858
2023-08-01,Vaud,Netherlands,4549
2023-08-01,Vaud,Belgium,14095
2023-08-01,Vaud,Luxembourg,1577
2023-08-01,Vaud,Denmark,677
2023-08-01,Vaud,Sweden,596
2023-08-01,Vaud,Norway,302
2023-08-01,Vaud,Finland,322
2023-08-01,Vaud,Spain,4741
2023-08-01,Vaud,Portugal,1456
2023-08-01,Vaud,Greece,885
2023-08-01,Vaud,Turkey,491
2023-08-01,Vaud,Other European countries,989
2023-08-01,Vaud,Liechtenstein,51
2023-08-01,Vaud,Iceland,51
2023-08-01,Vaud,Poland,1203
2023-08-01,Vaud,Hungary,484
2023-08-01,Vaud,Belarus,82
2023-08-01,Vaud,Bulgaria,207
2023-08-01,Vaud,Malta,255
2023-08-01,Vaud,Cyprus,167
2023-08-01,Vaud,Chile,120
2023-08-01,Vaud,United States,18202
2023-08-01,Vaud,Canada,2105
2023-08-01,Vaud,Mexico,921
2023-08-01,Vaud,Brazil,1043
2023-08-01,Vaud,Argentina,321
2023-08-01,Vaud,Other South American countries,360
2023-08-01,Vaud,Other Central American countries,236
2023-08-01,Vaud,Egypt,166
2023-08-01,Vaud,Other North African countries,589
2023-08-01,Vaud,South Africa,307
2023-08-01,Vaud,Other African countries,637
2023-08-01,Vaud,Bahrain,224
2023-08-01,Vaud,Israel,803
2023-08-01,Vaud,India,2101
2023-08-01,Vaud,Japan,1406
2023-08-01,Vaud,Other South-East Asian countries,783
2023-08-01,Vaud,Qatar,1282
2023-08-01,Vaud,Kuwait,3530
2023-08-01,Vaud,Australia,1478
2023-08-01,Vaud,China,5678
2023-08-01,Vaud,Hong Kong,421
2023-08-01,Vaud,Indonesia,116
2023-08-01,Vaud,South Korea,956
2023-08-01,Vaud,Malaysia,203
2023-08-01,Vaud,Philippines,80
2023-08-01,Vaud,"New Zealand, Oceania",192
2023-08-01,Vaud,Singapore,492
2023-08-01,Vaud,Oman,125
2023-08-01,Vaud,Taiwan (Chinese Taipei),514
2023-08-01,Vaud,Thailand,503
2023-08-01,Vaud,Other West Asian countries,1037
2023-08-01,Vaud,Estonia,143
2023-08-01,Vaud,Latvia,88
2023-08-01,Vaud,Lithuania,148
2023-08-01,Vaud,Saudi Arabia,5458
2023-08-01,Vaud,United Arab Emirates,4534
2023-08-01,Vaud,Croatia,160
2023-08-01,Vaud,Romania,761
2023-08-01,Vaud,Russia,797
2023-08-01,Vaud,Slovakia,220
2023-08-01,Vaud,Slovenia,106
2023-08-01,Vaud,Czechia,1086
2023-08-01,Vaud,Ukraine,769
2023-08-01,Vaud,Serbia,101
2023-08-01,Geneva,Switzerland,73312
2023-08-01,Geneva,Germany,9711
2023-08-01,Geneva,France,29865
2023-08-01,Geneva,Italy,9171
2023-08-01,Geneva,Austria,1634
2023-08-01,Geneva,United Kingdom,31023
2023-08-01,Geneva,Irland,1656
2023-08-01,Geneva,Netherlands,4538
2023-08-01,Geneva,Belgium,4208
2023-08-01,Geneva,Luxembourg,595
2023-08-01,Geneva,Denmark,964
2023-08-01,Geneva,Sweden,1296
2023-08-01,Geneva,Norway,843
2023-08-01,Geneva,Finland,943
2023-08-01,Geneva,Spain,11305
2023-08-01,Geneva,Portugal,2460
2023-08-01,Geneva,Greece,1486
2023-08-01,Geneva,Turkey,971
2023-08-01,Geneva,Other European countries,1914
2023-08-01,Geneva,Liechtenstein,106
2023-08-01,Geneva,Iceland,138
2023-08-01,Geneva,Poland,1942
2023-08-01,Geneva,Hungary,885
2023-08-01,Geneva,Belarus,119
2023-08-01,Geneva,Bulgaria,642
2023-08-01,Geneva,Malta,284
2023-08-01,Geneva,Cyprus,507
2023-08-01,Geneva,Chile,335
2023-08-01,Geneva,United States,39434
2023-08-01,Geneva,Canada,5734
2023-08-01,Geneva,Mexico,1943
2023-08-01,Geneva,Brazil,2412
2023-08-01,Geneva,Argentina,690
2023-08-01,Geneva,Other South American countries,1292
2023-08-01,Geneva,Other Central American countries,1854
2023-08-01,Geneva,Egypt,867
2023-08-01,Geneva,Other North African countries,2270
2023-08-01,Geneva,South Africa,617
2023-08-01,Geneva,Other African countries,4636
2023-08-01,Geneva,Bahrain,914
2023-08-01,Geneva,Israel,2501
2023-08-01,Geneva,India,5020
2023-08-01,Geneva,Japan,2603
2023-08-01,Geneva,Other South-East Asian countries,3977
2023-08-01,Geneva,Qatar,4255
2023-08-01,Geneva,Kuwait,7114
2023-08-01,Geneva,Australia,3973
2023-08-01,Geneva,China,8017
2023-08-01,Geneva,Hong Kong,1038
2023-08-01,Geneva,Indonesia,396
2023-08-01,Geneva,South Korea,1302
2023-08-01,Geneva,Malaysia,536
2023-08-01,Geneva,Philippines,739
2023-08-01,Geneva,"New Zealand, Oceania",889
2023-08-01,Geneva,Singapore,1356
2023-08-01,Geneva,Oman,426
2023-08-01,Geneva,Taiwan (Chinese Taipei),960
2023-08-01,Geneva,Thailand,1159
2023-08-01,Geneva,Other West Asian countries,2681
2023-08-01,Geneva,Estonia,167
2023-08-01,Geneva,Latvia,376
2023-08-01,Geneva,Lithuania,291
2023-08-01,Geneva,Saudi Arabia,25404
2023-08-01,Geneva,United Arab Emirates,12968
2023-08-01,Geneva,Croatia,372
2023-08-01,Geneva,Romania,1408
2023-08-01,Geneva,Russia,2459
2023-08-01,Geneva,Slovakia,409
2023-08-01,Geneva,Slovenia,148
2023-08-01,Geneva,Czechia,1160
2023-08-01,Geneva,Ukraine,2272
2023-08-01,Geneva,Serbia,373
2023-08-01,Valais,Switzerland,260904
2023-08-01,Valais,Germany,40948
2023-08-01,Valais,France,27038
2023-08-01,Valais,Italy,8520
2023-08-01,Valais,Austria,4295
2023-08-01,Valais,United Kingdom,17016
2023-08-01,Valais,Irland,755
2023-08-01,Valais,Netherlands,10058
2023-08-01,Valais,Belgium,18786
2023-08-01,Valais,Luxembourg,1113
2023-08-01,Valais,Denmark,930
2023-08-01,Valais,Sweden,1472
2023-08-01,Valais,Norway,656
2023-08-01,Valais,Finland,1117
2023-08-01,Valais,Spain,5948
2023-08-01,Valais,Portugal,801
2023-08-01,Valais,Greece,331
2023-08-01,Valais,Turkey,105
2023-08-01,Valais,Other European countries,410
2023-08-01,Valais,Liechtenstein,168
2023-08-01,Valais,Iceland,171
2023-08-01,Valais,Poland,2089
2023-08-01,Valais,Hungary,1050
2023-08-01,Valais,Belarus,138
2023-08-01,Valais,Bulgaria,656
2023-08-01,Valais,Malta,98
2023-08-01,Valais,Cyprus,185
2023-08-01,Valais,Chile,43
2023-08-01,Valais,United States,37459
2023-08-01,Valais,Canada,4194
2023-08-01,Valais,Mexico,390
2023-08-01,Valais,Brazil,1036
2023-08-01,Valais,Argentina,205
2023-08-01,Valais,Other South American countries,403
2023-08-01,Valais,Other Central American countries,440
2023-08-01,Valais,Egypt,61
2023-08-01,Valais,Other North African countries,163
2023-08-01,Valais,South Africa,169
2023-08-01,Valais,Other African countries,323
2023-08-01,Valais,Bahrain,148
2023-08-01,Valais,Israel,1953
2023-08-01,Valais,India,2219
2023-08-01,Valais,Japan,7634
2023-08-01,Valais,Other South-East Asian countries,894
2023-08-01,Valais,Qatar,169
2023-08-01,Valais,Kuwait,1220
2023-08-01,Valais,Australia,3776
2023-08-01,Valais,China,4813
2023-08-01,Valais,Hong Kong,2042
2023-08-01,Valais,Indonesia,183
2023-08-01,Valais,South Korea,6164
2023-08-01,Valais,Malaysia,704
2023-08-01,Valais,Philippines,256
2023-08-01,Valais,"New Zealand, Oceania",311
2023-08-01,Valais,Singapore,1215
2023-08-01,Valais,Oman,34
2023-08-01,Valais,Taiwan (Chinese Taipei),5900
2023-08-01,Valais,Thailand,1197
2023-08-01,Valais,Other West Asian countries,214
2023-08-01,Valais,Estonia,312
2023-08-01,Valais,Latvia,217
2023-08-01,Valais,Lithuania,337
2023-08-01,Valais,Saudi Arabia,1266
2023-08-01,Valais,United Arab Emirates,2121
2023-08-01,Valais,Croatia,203
2023-08-01,Valais,Romania,1172
2023-08-01,Valais,Russia,954
2023-08-01,Valais,Slovakia,416
2023-08-01,Valais,Slovenia,316
2023-08-01,Valais,Czechia,1946
2023-08-01,Valais,Ukraine,457
2023-08-01,Valais,Serbia,28
2023-08-01,Ticino,Switzerland,192118
2023-08-01,Ticino,Germany,41355
2023-08-01,Ticino,France,11360
2023-08-01,Ticino,Italy,16777
2023-08-01,Ticino,Austria,2619
2023-08-01,Ticino,United Kingdom,7127
2023-08-01,Ticino,Irland,405
2023-08-01,Ticino,Netherlands,13386
2023-08-01,Ticino,Belgium,4320
2023-08-01,Ticino,Luxembourg,1533
2023-08-01,Ticino,Denmark,1112
2023-08-01,Ticino,Sweden,707
2023-08-01,Ticino,Norway,400
2023-08-01,Ticino,Finland,300
2023-08-01,Ticino,Spain,2424
2023-08-01,Ticino,Portugal,546
2023-08-01,Ticino,Greece,457
2023-08-01,Ticino,Turkey,576
2023-08-01,Ticino,Other European countries,489
2023-08-01,Ticino,Liechtenstein,574
2023-08-01,Ticino,Iceland,63
2023-08-01,Ticino,Poland,1463
2023-08-01,Ticino,Hungary,506
2023-08-01,Ticino,Belarus,60
2023-08-01,Ticino,Bulgaria,314
2023-08-01,Ticino,Malta,176
2023-08-01,Ticino,Cyprus,231
2023-08-01,Ticino,Chile,74
2023-08-01,Ticino,United States,12368
2023-08-01,Ticino,Canada,1072
2023-08-01,Ticino,Mexico,753
2023-08-01,Ticino,Brazil,837
2023-08-01,Ticino,Argentina,258
2023-08-01,Ticino,Other South American countries,610
2023-08-01,Ticino,Other Central American countries,417
2023-08-01,Ticino,Egypt,124
2023-08-01,Ticino,Other North African countries,296
2023-08-01,Ticino,South Africa,148
2023-08-01,Ticino,Other African countries,1249
2023-08-01,Ticino,Bahrain,140
2023-08-01,Ticino,Israel,1348
2023-08-01,Ticino,India,974
2023-08-01,Ticino,Japan,380
2023-08-01,Ticino,Other South-East Asian countries,575
2023-08-01,Ticino,Qatar,595
2023-08-01,Ticino,Kuwait,1579
2023-08-01,Ticino,Australia,1423
2023-08-01,Ticino,China,2643
2023-08-01,Ticino,Hong Kong,296
2023-08-01,Ticino,Indonesia,58
2023-08-01,Ticino,South Korea,336
2023-08-01,Ticino,Malaysia,76
2023-08-01,Ticino,Philippines,175
2023-08-01,Ticino,"New Zealand, Oceania",229
2023-08-01,Ticino,Singapore,286
2023-08-01,Ticino,Oman,53
2023-08-01,Ticino,Taiwan (Chinese Taipei),606
2023-08-01,Ticino,Thailand,244
2023-08-01,Ticino,Other West Asian countries,1105
2023-08-01,Ticino,Estonia,186
2023-08-01,Ticino,Latvia,166
2023-08-01,Ticino,Lithuania,331
2023-08-01,Ticino,Saudi Arabia,3194
2023-08-01,Ticino,United Arab Emirates,1642
2023-08-01,Ticino,Croatia,155
2023-08-01,Ticino,Romania,750
2023-08-01,Ticino,Russia,771
2023-08-01,Ticino,Slovakia,145
2023-08-01,Ticino,Slovenia,133
2023-08-01,Ticino,Czechia,596
2023-08-01,Ticino,Ukraine,931
2023-08-01,Ticino,Serbia,121
2023-08-01,Fribourg Region,Switzerland,36522
2023-08-01,Fribourg Region,Germany,3464
2023-08-01,Fribourg Region,France,6000
2023-08-01,Fribourg Region,Italy,1680
2023-08-01,Fribourg Region,Austria,554
2023-08-01,Fribourg Region,United Kingdom,1249
2023-08-01,Fribourg Region,Irland,30
2023-08-01,Fribourg Region,Netherlands,950
2023-08-01,Fribourg Region,Belgium,678
2023-08-01,Fribourg Region,Luxembourg,130
2023-08-01,Fribourg Region,Denmark,75
2023-08-01,Fribourg Region,Sweden,128
2023-08-01,Fribourg Region,Norway,18
2023-08-01,Fribourg Region,Finland,3
2023-08-01,Fribourg Region,Spain,1896
2023-08-01,Fribourg Region,Portugal,358
2023-08-01,Fribourg Region,Greece,56
2023-08-01,Fribourg Region,Turkey,57
2023-08-01,Fribourg Region,Other European countries,558
2023-08-01,Fribourg Region,Liechtenstein,31
2023-08-01,Fribourg Region,Iceland,24
2023-08-01,Fribourg Region,Poland,325
2023-08-01,Fribourg Region,Hungary,325
2023-08-01,Fribourg Region,Belarus,0
2023-08-01,Fribourg Region,Bulgaria,5
2023-08-01,Fribourg Region,Malta,12
2023-08-01,Fribourg Region,Cyprus,19
2023-08-01,Fribourg Region,Chile,3
2023-08-01,Fribourg Region,United States,1032
2023-08-01,Fribourg Region,Canada,244
2023-08-01,Fribourg Region,Mexico,328
2023-08-01,Fribourg Region,Brazil,170
2023-08-01,Fribourg Region,Argentina,9
2023-08-01,Fribourg Region,Other South American countries,269
2023-08-01,Fribourg Region,Other Central American countries,32
2023-08-01,Fribourg Region,Egypt,48
2023-08-01,Fribourg Region,Other North African countries,80
2023-08-01,Fribourg Region,South Africa,17
2023-08-01,Fribourg Region,Other African countries,112
2023-08-01,Fribourg Region,Bahrain,3
2023-08-01,Fribourg Region,Israel,50
2023-08-01,Fribourg Region,India,58
2023-08-01,Fribourg Region,Japan,63
2023-08-01,Fribourg Region,Other South-East Asian countries,45
2023-08-01,Fribourg Region,Qatar,5
2023-08-01,Fribourg Region,Kuwait,58
2023-08-01,Fribourg Region,Australia,94
2023-08-01,Fribourg Region,China,528
2023-08-01,Fribourg Region,Hong Kong,26
2023-08-01,Fribourg Region,Indonesia,11
2023-08-01,Fribourg Region,South Korea,73
2023-08-01,Fribourg Region,Malaysia,1
2023-08-01,Fribourg Region,Philippines,0
2023-08-01,Fribourg Region,"New Zealand, Oceania",12
2023-08-01,Fribourg Region,Singapore,22
2023-08-01,Fribourg Region,Oman,26
2023-08-01,Fribourg Region,Taiwan (Chinese Taipei),6
2023-08-01,Fribourg Region,Thailand,15
2023-08-01,Fribourg Region,Other West Asian countries,51
2023-08-01,Fribourg Region,Estonia,6
2023-08-01,Fribourg Region,Latvia,15
2023-08-01,Fribourg Region,Lithuania,11
2023-08-01,Fribourg Region,Saudi Arabia,251
2023-08-01,Fribourg Region,United Arab Emirates,56
2023-08-01,Fribourg Region,Croatia,15
2023-08-01,Fribourg Region,Romania,129
2023-08-01,Fribourg Region,Russia,25
2023-08-01,Fribourg Region,Slovakia,28
2023-08-01,Fribourg Region,Slovenia,14
2023-08-01,Fribourg Region,Czechia,117
2023-08-01,Fribourg Region,Ukraine,80
2023-08-01,Fribourg Region,Serbia,30
2023-08-01,Aargau and Solothurn Region,Switzerland,71188
2023-08-01,Aargau and Solothurn Region,Germany,15341
2023-08-01,Aargau and Solothurn Region,France,2601
2023-08-01,Aargau and Solothurn Region,Italy,2642
2023-08-01,Aargau and Solothurn Region,Austria,2066
2023-08-01,Aargau and Solothurn Region,United Kingdom,2169
2023-08-01,Aargau and Solothurn Region,Irland,211
2023-08-01,Aargau and Solothurn Region,Netherlands,4447
2023-08-01,Aargau and Solothurn Region,Belgium,1368
2023-08-01,Aargau and Solothurn Region,Luxembourg,232
2023-08-01,Aargau and Solothurn Region,Denmark,268
2023-08-01,Aargau and Solothurn Region,Sweden,428
2023-08-01,Aargau and Solothurn Region,Norway,112
2023-08-01,Aargau and Solothurn Region,Finland,102
2023-08-01,Aargau and Solothurn Region,Spain,1566
2023-08-01,Aargau and Solothurn Region,Portugal,337
2023-08-01,Aargau and Solothurn Region,Greece,176
2023-08-01,Aargau and Solothurn Region,Turkey,232
2023-08-01,Aargau and Solothurn Region,Other European countries,286
2023-08-01,Aargau and Solothurn Region,Liechtenstein,123
2023-08-01,Aargau and Solothurn Region,Iceland,0
2023-08-01,Aargau and Solothurn Region,Poland,1605
2023-08-01,Aargau and Solothurn Region,Hungary,675
2023-08-01,Aargau and Solothurn Region,Belarus,7
2023-08-01,Aargau and Solothurn Region,Bulgaria,201
2023-08-01,Aargau and Solothurn Region,Malta,23
2023-08-01,Aargau and Solothurn Region,Cyprus,30
2023-08-01,Aargau and Solothurn Region,Chile,8
2023-08-01,Aargau and Solothurn Region,United States,2377
2023-08-01,Aargau and Solothurn Region,Canada,393
2023-08-01,Aargau and Solothurn Region,Mexico,103
2023-08-01,Aargau and Solothurn Region,Brazil,142
2023-08-01,Aargau and Solothurn Region,Argentina,8
2023-08-01,Aargau and Solothurn Region,Other South American countries,30
2023-08-01,Aargau and Solothurn Region,Other Central American countries,78
2023-08-01,Aargau and Solothurn Region,Egypt,17
2023-08-01,Aargau and Solothurn Region,Other North African countries,153
2023-08-01,Aargau and Solothurn Region,South Africa,26
2023-08-01,Aargau and Solothurn Region,Other African countries,137
2023-08-01,Aargau and Solothurn Region,Bahrain,41
2023-08-01,Aargau and Solothurn Region,Israel,415
2023-08-01,Aargau and Solothurn Region,India,1647
2023-08-01,Aargau and Solothurn Region,Japan,247
2023-08-01,Aargau and Solothurn Region,Other South-East Asian countries,343
2023-08-01,Aargau and Solothurn Region,Qatar,50
2023-08-01,Aargau and Solothurn Region,Kuwait,179
2023-08-01,Aargau and Solothurn Region,Australia,198
2023-08-01,Aargau and Solothurn Region,China,2066
2023-08-01,Aargau and Solothurn Region,Hong Kong,51
2023-08-01,Aargau and Solothurn Region,Indonesia,9
2023-08-01,Aargau and Solothurn Region,South Korea,1099
2023-08-01,Aargau and Solothurn Region,Malaysia,138
2023-08-01,Aargau and Solothurn Region,Philippines,61
2023-08-01,Aargau and Solothurn Region,"New Zealand, Oceania",8
2023-08-01,Aargau and Solothurn Region,Singapore,15
2023-08-01,Aargau and Solothurn Region,Oman,10
2023-08-01,Aargau and Solothurn Region,Taiwan (Chinese Taipei),96
2023-08-01,Aargau and Solothurn Region,Thailand,177
2023-08-01,Aargau and Solothurn Region,Other West Asian countries,474
2023-08-01,Aargau and Solothurn Region,Estonia,53
2023-08-01,Aargau and Solothurn Region,Latvia,33
2023-08-01,Aargau and Solothurn Region,Lithuania,83
2023-08-01,Aargau and Solothurn Region,Saudi Arabia,283
2023-08-01,Aargau and Solothurn Region,United Arab Emirates,338
2023-08-01,Aargau and Solothurn Region,Croatia,507
2023-08-01,Aargau and Solothurn Region,Romania,661
2023-08-01,Aargau and Solothurn Region,Russia,109
2023-08-01,Aargau and Solothurn Region,Slovakia,517
2023-08-01,Aargau and Solothurn Region,Slovenia,196
2023-08-01,Aargau and Solothurn Region,Czechia,379
2023-08-01,Aargau and Solothurn Region,Ukraine,219
2023-08-01,Aargau and Solothurn Region,Serbia,141
2023-09-01,Graubünden,Switzerland,311346
2023-09-01,Graubünden,Germany,61730
2023-09-01,Graubünden,France,4071
2023-09-01,Graubünden,Italy,4658
2023-09-01,Graubünden,Austria,4256
2023-09-01,Graubünden,United Kingdom,11641
2023-09-01,Graubünden,Irland,324
2023-09-01,Graubünden,Netherlands,7009
2023-09-01,Graubünden,Belgium,12436
2023-09-01,Graubünden,Luxembourg,614
2023-09-01,Graubünden,Denmark,1000
2023-09-01,Graubünden,Sweden,1025
2023-09-01,Graubünden,Norway,664
2023-09-01,Graubünden,Finland,948
2023-09-01,Graubünden,Spain,980
2023-09-01,Graubünden,Portugal,484
2023-09-01,Graubünden,Greece,163
2023-09-01,Graubünden,Turkey,234
2023-09-01,Graubünden,Other European countries,376
2023-09-01,Graubünden,Liechtenstein,554
2023-09-01,Graubünden,Iceland,27
2023-09-01,Graubünden,Poland,1357
2023-09-01,Graubünden,Hungary,196
2023-09-01,Graubünden,Belarus,19
2023-09-01,Graubünden,Bulgaria,127
2023-09-01,Graubünden,Malta,33
2023-09-01,Graubünden,Cyprus,30
2023-09-01,Graubünden,Chile,79
2023-09-01,Graubünden,United States,13876
2023-09-01,Graubünden,Canada,1379
2023-09-01,Graubünden,Mexico,203
2023-09-01,Graubünden,Brazil,743
2023-09-01,Graubünden,Argentina,151
2023-09-01,Graubünden,Other South American countries,257
2023-09-01,Graubünden,Other Central American countries,214
2023-09-01,Graubünden,Egypt,16
2023-09-01,Graubünden,Other North African countries,128
2023-09-01,Graubünden,South Africa,77
2023-09-01,Graubünden,Other African countries,44
2023-09-01,Graubünden,Bahrain,77
2023-09-01,Graubünden,Israel,988
2023-09-01,Graubünden,India,853
2023-09-01,Graubünden,Japan,1594
2023-09-01,Graubünden,Other South-East Asian countries,215
2023-09-01,Graubünden,Qatar,59
2023-09-01,Graubünden,Kuwait,112
2023-09-01,Graubünden,Australia,2511
2023-09-01,Graubünden,China,1602
2023-09-01,Graubünden,Hong Kong,921
2023-09-01,Graubünden,Indonesia,380
2023-09-01,Graubünden,South Korea,281
2023-09-01,Graubünden,Malaysia,212
2023-09-01,Graubünden,Philippines,94
2023-09-01,Graubünden,"New Zealand, Oceania",319
2023-09-01,Graubünden,Singapore,589
2023-09-01,Graubünden,Oman,14
2023-09-01,Graubünden,Taiwan (Chinese Taipei),2583
2023-09-01,Graubünden,Thailand,281
2023-09-01,Graubünden,Other West Asian countries,65
2023-09-01,Graubünden,Estonia,30
2023-09-01,Graubünden,Latvia,118
2023-09-01,Graubünden,Lithuania,57
2023-09-01,Graubünden,Saudi Arabia,187
2023-09-01,Graubünden,United Arab Emirates,315
2023-09-01,Graubünden,Croatia,71
2023-09-01,Graubünden,Romania,686
2023-09-01,Graubünden,Russia,136
2023-09-01,Graubünden,Slovakia,179
2023-09-01,Graubünden,Slovenia,164
2023-09-01,Graubünden,Czechia,1218
2023-09-01,Graubünden,Ukraine,136
2023-09-01,Graubünden,Serbia,40
2023-09-01,Eastern Switzerland,Switzerland,159311
2023-09-01,Eastern Switzerland,Germany,29633
2023-09-01,Eastern Switzerland,France,1904
2023-09-01,Eastern Switzerland,Italy,2697
2023-09-01,Eastern Switzerland,Austria,3189
2023-09-01,Eastern Switzerland,United Kingdom,1882
2023-09-01,Eastern Switzerland,Irland,162
2023-09-01,Eastern Switzerland,Netherlands,2056
2023-09-01,Eastern Switzerland,Belgium,626
2023-09-01,Eastern Switzerland,Luxembourg,204
2023-09-01,Eastern Switzerland,Denmark,430
2023-09-01,Eastern Switzerland,Sweden,536
2023-09-01,Eastern Switzerland,Norway,234
2023-09-01,Eastern Switzerland,Finland,262
2023-09-01,Eastern Switzerland,Spain,738
2023-09-01,Eastern Switzerland,Portugal,291
2023-09-01,Eastern Switzerland,Greece,164
2023-09-01,Eastern Switzerland,Turkey,262
2023-09-01,Eastern Switzerland,Other European countries,473
2023-09-01,Eastern Switzerland,Liechtenstein,420
2023-09-01,Eastern Switzerland,Iceland,25
2023-09-01,Eastern Switzerland,Poland,1311
2023-09-01,Eastern Switzerland,Hungary,393
2023-09-01,Eastern Switzerland,Belarus,35
2023-09-01,Eastern Switzerland,Bulgaria,75
2023-09-01,Eastern Switzerland,Malta,37
2023-09-01,Eastern Switzerland,Cyprus,68
2023-09-01,Eastern Switzerland,Chile,13
2023-09-01,Eastern Switzerland,United States,4991
2023-09-01,Eastern Switzerland,Canada,590
2023-09-01,Eastern Switzerland,Mexico,126
2023-09-01,Eastern Switzerland,Brazil,405
2023-09-01,Eastern Switzerland,Argentina,104
2023-09-01,Eastern Switzerland,Other South American countries,67
2023-09-01,Eastern Switzerland,Other Central American countries,250
2023-09-01,Eastern Switzerland,Egypt,61
2023-09-01,Eastern Switzerland,Other North African countries,330
2023-09-01,Eastern Switzerland,South Africa,118
2023-09-01,Eastern Switzerland,Other African countries,149
2023-09-01,Eastern Switzerland,Bahrain,1
2023-09-01,Eastern Switzerland,Israel,498
2023-09-01,Eastern Switzerland,India,468
2023-09-01,Eastern Switzerland,Japan,370
2023-09-01,Eastern Switzerland,Other South-East Asian countries,410
2023-09-01,Eastern Switzerland,Qatar,132
2023-09-01,Eastern Switzerland,Kuwait,132
2023-09-01,Eastern Switzerland,Australia,631
2023-09-01,Eastern Switzerland,China,991
2023-09-01,Eastern Switzerland,Hong Kong,207
2023-09-01,Eastern Switzerland,Indonesia,63
2023-09-01,Eastern Switzerland,South Korea,286
2023-09-01,Eastern Switzerland,Malaysia,145
2023-09-01,Eastern Switzerland,Philippines,35
2023-09-01,Eastern Switzerland,"New Zealand, Oceania",167
2023-09-01,Eastern Switzerland,Singapore,180
2023-09-01,Eastern Switzerland,Oman,14
2023-09-01,Eastern Switzerland,Taiwan (Chinese Taipei),189
2023-09-01,Eastern Switzerland,Thailand,187
2023-09-01,Eastern Switzerland,Other West Asian countries,287
2023-09-01,Eastern Switzerland,Estonia,108
2023-09-01,Eastern Switzerland,Latvia,28
2023-09-01,Eastern Switzerland,Lithuania,51
2023-09-01,Eastern Switzerland,Saudi Arabia,699
2023-09-01,Eastern Switzerland,United Arab Emirates,276
2023-09-01,Eastern Switzerland,Croatia,340
2023-09-01,Eastern Switzerland,Romania,389
2023-09-01,Eastern Switzerland,Russia,169
2023-09-01,Eastern Switzerland,Slovakia,203
